label,text,clean_text_adv
neg,I need to clear my head :(,need clear head
neg,@carlyraejepsen you ain't gonna follow me?:(,carlyraejepsen gon na follow
pos,@ejay21falcon I LOVE YOU!! From the USA. :),ejay21falcon love usa
pos,@SasaRichardson @Stefbystef_ @Frgt10_Anthem sombrero high?? OKAY I'M LOST NOW :)) http://t.co/2VDPgb5EpK,sasarichardson stefbystef frgt10anthem sombrero high okay lose
pos,"@rosehut1 Thanks for your RTs Rose, much appreciated. :)",rosehut1 thanks rts rise much appreciate
neg,"The saddest thing is when you are feeling real down,you look around and realize that there is no shoulder for you….! :(",sad thing feel real downyou look around realize shoulder
pos,@sodakite well... screw those guys! u keep smiling :),sodakite well screw guy u keep smile
neg,"I thought finding someone was hard but finding them and trying to make them stay is harder :(

#imintoher",thought find someone hard find try make stay hard imintoher
pos,@studiomister Thanks. Going to take me some time to create a shortlist out of that :) Much appreciated,studiomister thanks go take time create shortlist much appreciate
neg,@donhutch4 what's the score don I'm stuck at work :(,donhutch4 score stuck work
pos,@SoggyStones should be online :),soggystones online
neg,@jadehaines I want to add her :(,jadehaines want add
pos,Have a Great Friday Frens :-),great friday frens
pos,@Blade4hire Goodnight and sweet dreams. :-),blade4hire goodnight sweet dream
pos,"'Do I care??'
'I care...'
https://t.co/gL6rL6mR70
#fahrinahmad #tengkuaaronshah #eksperimencinta :D",care care fahrinahmad tengkuaaronshah eksperimencinta
pos,@Satbains1 Congratulations Sat on your 3rd honorary degree from everyone at Alacer :),satbains1 congratulation sit 3rd honorary degree everyone alacer
pos,Just landed in GC!! Yeeew of to pre LAN :),land gc yeeew pre lan
pos,@Playacreep I luv urs too :-),playacreep luv ur
neg,I told myself I can survive living alone for the rest of my life but I can't even be left alone for a day :(,told survive live alone rest life even leave alone day
pos,Morning All :),morning
pos,"@camerondallas definitely loves making people smile cause I swear since I met him earlier, I haven't stopped smiling :) i love you cam 😭❤️",camerondallas definitely love make people smile cause swear since meet earlier stop smile love cam 😭❤️
pos,@Candiferslaw Lucky dog I hate you....    :),candiferslaw lucky dog hate
neg,@TwilitArgorok I hope everything's ok. *hugs* :(,twilitargorok hope everythings ok hug
neg,Comfort me. :(,comfort
neg,What was the last present you received? — haha. basta. :( http://t.co/xhdfobhn8N,last present receive haha basta
pos,@CocoaBrownTan @FuschiaEffect I'm glowing this morning! Yayyyy :))) happy Friday! Xx,cocoabrowntan fuschiaeffect glow morning yayyyy happy friday xx
pos,yah know I'm good at faking mah emotions :),yah know good fake mah emotion
neg,@yashatenshi not a fan of dogs but KEENO :(,yashatenshi fan dog keeno
neg,Need special medicine for our son's kidneys but we can't afford it because we bought printer ink last week :(,need special medicine son kidneys afford buy printer ink last week
pos,@ayushmannk long time no see :/ where have you been ? :p,ayushmannk long time see p
pos,@izzkamilhalda lols. :D,izzkamilhalda lols
pos,@Sanza_T @LeratoTmohale Does the bag do the job Sanza?  :-),sanzat leratotmohale bag job sanza
pos,Hello I need to know something can u fm me on Twitter?? — sure thing :) dm me x http://t.co/W6Dy130BV7,hello need know something u fm twitter sure thing dm x
neg,@wbuharryy i love you :(,wbuharryy love
pos,@treybaimbridge @hdez_emmy @IAmAlii1 @Abir_Khusro don't want you to ruin your dreams by thinking you're batman :-),treybaimbridge hdezemmy iamalii1 abirkhusro want ruin dream think batman
neg,@RafaelAllmark I've been supporting you since the start and am ALWAYS ignored :( please let today be the day you finally follow me������ ♥,rafaelallmark support since start always ignore please let today day finally follow me������ ♥
neg,@RachaelAtWork @curexcomplex Don't even talk to me about computers. I'm having a data conversion done and it's all gone wrong. Crying :(,rachaelatwork curexcomplex even talk computer data conversion do go wrong cry
pos,@StereoKicks but you won't and that's good :-),stereokicks good
neg,@pactcoffee Tried that but sadly no code attached when I try and sign up :(,pactcoffee try sadly code attach try sign
neg,@Solo_Dm_Helperr Me please i love she :(,solodmhelperr please love
pos,wiellys Follback ya :),wiellys follback ya
pos,@WilliamHC3 Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),williamhc3 hi would like impastel concert let know city country start work thanks
pos,@RX931 Verge by Owl City! Thanks :D,rx931 verge owl city thanks
pos,@Elemaaan  oley be :D,elemaaan oley
neg,i miss them :(,miss
neg,@Mickb1980 @CalderClarion @ev2cycling Looks good pal. Glad I paid £111 for my jersey and gilet! : (,mickb1980 calderclarion ev2cycling look good pal glad pay £111 jersey gilet
pos,"@IzabelaCoolCat_ Take my head, I stopped having them. :)",izabelacoolcat take head stop
neg,Can i grow shorter pls :(,grow shorter pls
neg,@jackjonestv I was 121st in yesterday's Rt for a follow and dm. I got neither :(,jackjonestv 121st yesterday rt follow dm get neither
neg,@MICHAELC24H it's alright... cramps are killing me. :-(,michaelc24h alright cramp kill
neg,"@WforWoman 
9) shopping will be like fries without ketchup. Tasteless :(

#WSaleLove",wforwoman 9 shopping like fry without ketchup tasteless wsalelove
neg,I smile to hide the pain (: :(,smile hide pain
neg,@GeekPlanetDave He said you've got too much time on your hands :( #RogerWatch,geekplanetdave say got much time hand rogerwatch
neg,is no one awake :(,one awake
pos,I still fully intend to write as many game designs as possible while there. And an attack plan for the next 6 months. &gt;:D,still fully intend write many game design possible attack plan next 6 month gtd
neg,"@HoneyMustardHoe :( I was kidding, get out your feelings",honeymustardhoe kid get feeling
neg,I can't sleep :( http://t.co/7IiyoPYtXl,sleep
pos,@plasmov Love your author pic on the MWF programme! You're going to rock it :),plasmov love author pic mwf programme go rock
neg,Popol day too :(,popol day
neg,We're truly sorry @chrisbrown :( have a safe flight.,truly sorry chrisbrown safe flight
pos,@c2c_Rail Only because it's Friday....:D,c2crail fridayd
pos,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @me1campbell,hello get youth job opportunity follow gtgt tolajobjobs me1campbell
pos,@glitchim Online :),glitchim online
neg,Offered promethazine or zopiclone for sleep in addition to quetiapine modified release…typically I've just paid out for a prescription :(,offer promethazine zopiclone sleep addition quetiapine modify releasetypically pay prescription
neg,@JoshTheFiend but I am a virgin. :(,joshthefiend virgin
pos,"@Aiteee1 Aitor SnS, Would you mind checking my Bio and participate in PS4 giveaway? It could be that you are the winner :)",aiteee1 aitor sn would mind check bio participate ps4 giveaway could winner
pos,@MikeyyGee_562 @thatdudegalvan_ abstinence :),mikeyygee562 thatdudegalvan abstinence
neg,@keikopotato IM GONNA MISS U SEXY PREXY :(((((((((,keikopotato im gon na miss u sexy prexy
pos,Summers in #StAndrews. Join us for Fish and Chips after all the sandcastle fun :)  https://t.co/K4loJtj3Nn,summer standrews join u fish chip sandcastle fun
pos,Sports Club :),sport club
pos,@steveaoki T-shirt? :D awesome http://t.co/qTJcpy54zi,steveaoki tshirt awesome
pos,@theroiceorven  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),theroiceorven follow jnlazts amp follow u back
neg,I CANT WATCH TONIGHTS ANDROMEDA :(((,cant watch tonight andromeda
neg,Because your friend does not respect your life :-( I'm sorry  https://t.co/ApJ18ZWK0x,friend respect life sorry
pos,can someone plz have a convo w me bc I can never sleep :):,someone plz convo w bc never sleep
neg,@axolotl74 @sp1305 Stack is on M'Lady J8 to J11 M20 :-(,axolotl74 sp1305 stack mlady j8 j11 m20
pos,@dvntownsend I thought that you wanted to take  it slower for while.. :D very glad though,dvntownsend think wanted take slow glad though
neg,tempted to eat this whole pack of oreos. need to find the strength not to do so. :(,tempt eat whole pack oreo need find strength
neg,I wish you cut your hair like this again :( http://t.co/Oyt8wMo7w9,wish cut hair like
pos,...and the Rakyat will keep visiting your blog and reading your writing :) https://t.co/IMRy2BXuzd,rakyat keep visit blog reading writing
pos,"@WforWoman 
Bring it on :))
#WSaleLove",wforwoman bring wsalelove
neg,i think I'm getting sick :(,think get sick
pos,@WeAlwaysChillin This sounds nice :D,wealwayschillin sound nice
pos,@acasorguk PICK ME PLEASE! :) http://t.co/2Kjd6ACp1S,acasorguk pick please
neg,Shocking News!!! :( #RIPTito,shock news riptito
pos,@emmajaneparsons @CuriousMindsNW Have fun in Tameside :)),emmajaneparsons curiousmindsnw fun tameside
pos,Often attitudes are kindled in the flame of others convictions. Louis E. Le Bar :-),often attitudes kindle flame others conviction louis e le bar
neg,@bowserrh got a hernia :( in pain!,bowserrh get hernia pain
neg,WE DIDN'T GET THE 7TH WIN :(,get 7th win
pos,Need smoke and need ice :)),need smoke need ice
neg,I keep having the worse dreams with Corey in them :-(,keep bad dream corey
neg,@profanityswan I've moved to Australia. It's only a matter of time :(,profanityswan move australia matter time
pos,"#HappyFriday! Is there anything IT related that you needed help with? If so, give us a call on 01482 333505 :)",happyfriday anything relate need help give u call 01482 333505
pos,"@RoySangwooKim congrats, Roy! :D",roysangwookim congrats roy
pos,@fynemo emon : ),fynemo emon
pos,@AlexShawESPN Loan back until January :D,alexshawespn loan back january
neg,@crybassist why have people unfaved and rted this :(,crybassist people unfaved rted
neg,I can never go to sleep early :( lol,never go sleep early lol
pos,@NatILY02 K I'll text you tomorrow :-),natily02 k text tomorrow
neg,@hyungwons_ tELL HIM TO PLS EAT MORE :-(((,hyungwons tell pls eat
pos,@BTSPRIME yaap urwelc :)),btsprime yaap urwelc
neg,"@FreedomChild3 Had wondered why this has not happened earlier? But then I realized, we don't have the leadership to do it!  :-( #wakeupGOP",freedomchild3 wonder happen earlier realized leadership wakeupgop
pos,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x46",hi bam barsandmelody follow bestfriend 969horan696 love lot see warsaw lt3 love lt3 x46
pos,"This Sunday Morning stream will also be a birthday stream, so I will follow my usual birthday procedure and play Grim Fandango! :D",sunday morning stream also birthday stream follow usual birthday procedure play grim fandango
pos,Friday!:) http://t.co/HUoq4txhmb,friday
pos,"@melaniemorris Hi Melanie :-) We do in fact, they're really used in cases where normal WiFi could be an issue as you mentioned. You can ....",melaniemorris hi melanie fact really used case normal wifi could issue mention
pos,@MyriadPhoto Thanks for the retweet :),myriadphoto thanks retweet
pos,@Taylor_Marisa Follow back ? :),taylormarisa follow back
pos,@hydrcted what :-) did :-) i :-) do :-?,hydrcted
neg,"@RyanBitchTits they feel and look better where people can't see tbh
They look so tacky :((",ryanbitchtits feel look good people see tbh look tacky
pos,@THEINFORMINE Hello :) and #FFBack !,theinformine hello ffback
neg,The never ending nightmare is still never ending :(,never end nightmare still never end
pos,@Cupacoco @CBBCTV @CBBCNews Interview with the Newsround News Hounds at 7:40 today :),cupacoco cbbctv cbbcnews interview newsround news hound 740 today
neg,@celestiaIstars I actually typed this at 11:11 then my laptop took forever to tweet :((,celestiaistars actually type 1111 laptop take forever tweet
pos,@dazmoriarty nope. Up in himachal :),dazmoriarty nope himachal
pos,@ellenRstewart where are you off to next? :),ellenrstewart next
neg,@willing_h I feel left out :(,willingh feel leave
pos,I just finished day 33 of the @YouVersion plan 'Bible in 90 Days'. Check it out here: 2 Chronicles 23 completed :) http://t.co/3Yw3TFCRk6,finish day 33 youversion plan bible 90 day check 2 chronicle 23 complete
neg,want chicken nuggets again :(,want chicken nugget
pos,@Circuit500 yeah but now I've lost my 's - calling it a day :),circuit500 yeah lose call day
pos,"Friday Night in Hong Kong... On the Ferry to ""Central"" to meet new girlfriends for an after-work drink  :-)
....... http://t.co/j9oH0pJSfr",friday night hong kong ferry central meet new girlfriend afterwork drink
neg,I WANT TO WATCH! :( https://t.co/wdETpUIyOZ,want watch
pos,*later :-),later
neg,Loving someone way tooo much .. :( #whyyy,love someone way tooo much whyyy
pos,@Rodarosexx sure babe :),rodarosexx sure babe
neg,"someone talk to me, i miss you all :(",someone talk miss
pos,@Dued1_Roblox  credits to Rocro13glodyysbro :p,dued1roblox credit rocro13glodyysbro p
pos,OMG :D #TweetOfTheDecade :Pa https://t.co/jBoixkQj2h,omg tweetofthedecade pa
pos,FeyTyaz Follback ya :),feytyaz follback ya
neg,@angelhairhes Please Fra i am hoping u can pick me :(,angelhairhes please fra hop u pick
pos,Hallo Twitter :D,hallo twitter
pos,@victoriaskyful @EXO_FANBASE he is being so damn cute :),victoriaskyful exofanbase damn cute
neg,Bosen :(,bosen
pos,@mayusushita @dildeewana_ @sonalp2591 @deepti_ahmd @armansushita8 Thanks Guys :),mayusushita dildeewana sonalp2591 deeptiahmd armansushita8 thanks guy
pos,"@HumayAG 'Stuck in the centre right with you. Clowns to the right, jokers to the left...' :) @orgasticpotency @ahmedshaheed @AhmedSaeedGahaa",humayag stick centre right clown right joker leave orgasticpotency ahmedshaheed ahmedsaeedgahaa
neg,The struggle in finding the perfect glasses for a small structured face is real :-(,struggle find perfect glass small structure face real
neg,"@jasonbarnard86 @stefgingerball I asked my boss for a raise once, he handed me a ladder and told me to climb the ladder to success. :-(",jasonbarnard86 stefgingerball ask bos raise hand ladder told climb ladder success
pos,@ArtForCause Cool. Will look for you there. :),artforcause cool look
pos,@LuvSocial_Media Thanks for the share :),luvsocialmedia thanks share
neg,Dont know why I try anymore. Getting tired of this. :(,dont know try anymore get tire
pos,Oh wow thank you @GarnierSA :) my skin going to be perfect by the time I head to Lagos #Travel http://t.co/3DiloYW9MJ,oh wow thank garniersa skin go perfect time head lagos travel
neg,3 weeks left for internship and 4 weeks left before going back to the States :(,3 week leave internship 4 week leave go back state
neg,I'm using all my time just to chat with u but u don't seem like u want to chat with me :(,use time chat u u seem like u want chat
pos,I got both videos ready for tomorrow. I can sleep peacefully tonight! Goodnight everyone! :),get video ready tomorrow sleep peacefully tonight goodnight everyone
neg,The most embarrassing moment when you shared your secrets with a wrong one :(,embarrass moment share secret wrong one
pos,@WorldPerceived Thanks for the sharing the article :) @thebetterindia,worldperceived thanks share article thebetterindia
neg,It's my last day working with the munchkin today...:(...bought her a little parting gift...so far… https://t.co/0xSWksXs2t,last day work munchkin todaybought little part giftso far
neg,@FatinYzd sigh orang suma no time for me :-(,fatinyzd sigh orang suma time
pos,@spaqhetto @ArtOfBsing Little finger is in this too??!! :D,spaqhetto artofbsing little finger
pos,@boonearth Happy birthday then :D,boonearth happy birthday
neg,@eleena_pv @apuchades I'm sorry :(,eleenapv apuchades sorry
neg,I WANT A WHITE FRENCH BULLDOG :(((,want white french bulldog
pos,"$10,000 for Tank! :D OUTSTANDING! Thankyou to every single donation from all of you, that got us h... http://t.co/PLQRn4fDRN",10000 tank outstanding thankyou every single donation get u h
neg,@Rossi_mac9306 @MeekMillsBeLike @BestBedrooms I miss that show :(,rossimac9306 meekmillsbelike bestbedrooms miss show
pos,@MaslowFanArmy i'm very excited for what's coming :) he really deserves it.,maslowfanarmy excite come really deserves
pos,@liamsmurs @ollyofficial thank you very very much it means everything even if I know he will never follow me back :),liamsmurs ollyofficial thank much mean everything even know never follow back
pos,"@NiaFHenry Hi! I see u like FourFiveSeconds and think u might like ""Deaf Ears"" https://t.co/FsS7lzF8HQ .Plz let me know what u think :)",niafhenry hi see u like fourfiveseconds think u might like deaf ear plz let know u think
neg,@haelic but last time the one was working :( and their fb is gone too? i haven't checked for a long time lol,haelic last time one work fb go check long time lol
pos,Settle main air dkt porch :p,settle main air dkt porch p
pos,"@sommie0506 My app is looking for influencers :) If you're interested, here's your invite http://t.co/ipJ2yOiGet",sommie0506 app look influencers interested here invite
neg,On my life I remember one time a few years ago I changed my avi and lost 72 followers LOOOOOOL :(,life remember one time year ago change avi lose 72 follower looooool
pos,@bridgetnichole_ have a fantastic night :),bridgetnichole fantastic night
neg,@Jennyi_jc why the stream said standby only even Inatall the zenmate? :(,jennyijc stream say standby even inatall zenmate
neg,is everyone asleep already?:((((,everyone asleep already
neg,SONG FROM@THE FIFTH ALBUM I AM SO NOTR READY HWY IS NIALL SO CUTE :(: http://t.co/THMLVQlDAw,song fromthe fifth album notr ready hwy niall cute
pos,@KandelRamesh1 Thankyou so much :),kandelramesh1 thankyou much
neg,Take me back to Dubai :(,take back dubai
pos,@__GiveawayDMs_ it's actually 1 AM here hehe :) where do you live? It's strange to imagine...,giveawaydms actually 1 hehe live strange imagine
pos,@DoctorKarl the angels must have you confused with another doctor :) #besteverdoctorwhoepisode,doctorkarl angel must confuse another doctor besteverdoctorwhoepisode
neg,@iain225 I gave it away last night as I didnt hear from anybody :(,iain225 give away last night didnt hear anybody
pos,Goodnight from Jeremy :),goodnight jeremy
neg,@Cr4sh0v3rr1de Ahm...I've never been to London...nor on a holiday outside of Ireland in nearly 8 years :( Never got the chance/cash to go,cr4sh0v3rr1de ahmi never londonnor holiday outside ireland nearly 8 year never get chancecash go
pos,"Was drawing for fun, subject is a friend :) http://t.co/FbVXnpNoo8",draw fun subject friend
neg,@NgSyafiq but he's sleeping and he's so cute :-(,ngsyafiq sleep cute
pos,Good afternoon :),good afternoon
neg,@brenttiscool capcom cock teasing us. I need this beta :(,brenttiscool capcom cock tease u need beta
neg,@perfect_st0rms omg nooo you should have said hi! :((((,perfectst0rms omg nooo say hi
neg,@Biblioticaa I got delayed by guests. Sigh :(,biblioticaa get delayed guest sigh
neg,I had a dream of you :( https://t.co/OZdMHNQbSU,dream
pos,@dayloladay I missed this yesterday!! :-),dayloladay miss yesterday
pos,#ONAIR! James Bay - Hold Back the River | 0878 0388 1033 | 0272 330670 :) :D,onair james bay hold back river 0878 0388 1033 0272 330670
pos,You are unique. :) http://t.co/cY5cBHOeVQ,unique
pos,"can't sleep, fmt 4 dat dm :)))",sleep fmt 4 dat dm
pos,@labelsforlunch such a cute bag! :) #freebiefriday,labelsforlunch cute bag freebiefriday
pos,First meeting of three today. Ace way to end the week :) https://t.co/7IDziFkG1E,first meeting three today ace way end week
pos,My ghost #bae :D #love  #TagsForLikesApp #instagood #me #smile #follow #cute #photooftheday #tbt… https://t.co/KLSHoO7UgP,ghost bae love tagsforlikesapp instagood smile follow cute photooftheday tbt
neg,Cold+Cough= :(,coldcough
pos,@Maddo1970 @RomeroJos01 @WhitbyWhatsOn Thank you. Glad you enjoyed! :-),maddo1970 romerojos01 whitbywhatson thank glad enjoy
neg,"This Social Experiment, made me cry. :( http://t.co/4EiBxJPE9E",social experiment make cry
neg,I want my braces back! :(,want brace back
pos,"Jgh , but we have to go to Bayan :D bye",jgh go bayan bye
neg,@fivedorkz why omg :-(,fivedorkz omg
neg,@Phonemast Ah must have missed that. Still no sign of any data network in #Elgin yet though :-(,phonemast ah must miss still sign data network elgin yet though
pos,Need some extra #UCount points to make it worth it! tweet it for fun :),need extra ucount point make worth tweet fun
pos,"Gamer Follow Train!
Follow Me
Retweet this
Follow all who retweeted
Gain active followers :) 1",gamer follow train follow retweet follow retweeted gain active follower 1
neg,@NimrodYEle Academics :-(((((,nimrodyele academic
pos,Lovely chat about cycling in Oxford with a @sustrans campaigner on way home yesterday - more cycle routes please! :) #cycling #Oxford,lovely chat cycle oxford sustrans campaigner way home yesterday cycle rout please cycle oxford
neg,@Starlight_Sarah awwww oh nein :(,starlightsarah awwww oh nein
neg,"Look how many people still think the more a woman has sex, the bigger her vagina. Sigh :( http://t.co/q1hctzJXvF",look many people still think woman sex big vagina sigh
neg,Friendzone :(,friendzone
neg,@missaprilnash oh crikey - not good :( it looks sore! I hope you're starting to feel better since then though x,missaprilnash oh crikey good look sore hope start feel well since though x
pos,its soo hot #sunnyday #sunshine sun is smiling at me LOL :),soo hot sunnyday sunshine sun smile lol
pos,@huskar_nana who would you like? :) xo,huskarnana would like xo
neg,"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.342
》》》》ＳＥＥ ＭＥ
♛♛♛",♛♛♛ 》》》》 love much believe follow please follow please justin justinbieber x15342 》》》》see ♛♛♛
pos,Add me on Snapchat - MaryHicks18 #snapchat #kikmeboys #photooftheday #fuck #chat #musicbiz #sheskindahot :) http://t.co/plFpD86iEq,add snapchat maryhicks18 snapchat kikmeboys photooftheday fuck chat musicbiz sheskindahot
pos,@SweetieBellaxx Denis has a vagina? Rly?  :D @realdstoff poor thing :D,sweetiebellaxx denis vagina rly realdstoff poor thing
pos,"@intentionshigh I'm looking for influencers for my app :) If you're interested, here's your invite http://t.co/rZgZtQ2fJT",intentionshigh look influencers app interested here invite
neg,@zazaraisovna why so serious? :(,zazaraisovna serious
neg,@MaddyyOR @TreqEu i Wish But b8 Too Strong :(,maddyyor treqeu wish b8 strong
pos,So long subliminal messages :) -H #EATmeat #BREWproject #lovenafianna http://t.co/TkDvEYQFBO,long subliminal message h eatmeat brewproject lovenafianna
pos,"@dennislami @Dicle_Aygur, yeah exactly :)",dennislami dicleaygur yeah exactly
neg,CHEM LT WAS NOT NICE :(((,chem lt nice
neg,.@sabal_abla @tanha_messiah But I was joking on the headline. So aren't we friends? :( Pls dn't brk my heart. :'(,sabalabla tanhamessiah joke headline friend pls dnt brk heart
pos,@chanhun4exo welcome :),chanhun4exo welcome
pos,Cya after a week!! :D,cya week
pos,@wndyRVel_ Thanks wendy! Let's be friend yaa :),wndyrvel thanks wendy let u friend yaa
neg,Did your rebound run away already??? POOOOOOOOOR YOU :((((((,rebound run away already pooooooooor
pos,@stephbichard thank you Stephanie! Ily2 💖💖:),stephbichard thank stephanie ily2 💖💖
neg,Vidcon :(((((((((,vidcon
pos,"School's finally out, and only three weeks left until I'm back in San Diego. :)",school finally three week leave back san diego
pos,@electricgecko (Introducing a new word vs. altering the understanding of a word) x spreading either = The Big Problem. :),electricgecko introduce new word v alter understanding word x spread either big problem
neg,My cat loves to snuggle up right by my face &amp; I love it but can never breathe :(,cat love snuggle right face amp love never breathe
pos,"@Omundson If you got nothing to do tonight,there's a concert of @PaulCarella (he joined Jason&amp;Rob in Feb at their tour) at @theborderline :)",omundson get nothing tonightthere concert paulcarella join jasonamprob feb tour theborderline
pos,@seashoponline ohh. Hii :) haha. thanks for the info. I'll check again. 🙈 or maybe di nagsend yung order form ko &lt;/3 haha thanks ulit :),seashoponline ohh hii haha thanks info check 🙈 maybe di nagsend yung order form ko lt3 haha thanks ulit
neg,@Kingstxnn Omg how u know............. 😟 HAHA keedz la its gonna be a long time before i party again :(((,kingstxnn omg u know 😟 haha keedz la gon na long time party
pos,@THExDOGFATHERx YOU ROCK! Thank you so much for the mention :),thexdogfatherx rock thank much mention
pos,#ShareTheLove @oymgroup @musicartisthere for being top HighValue members this week :) @nataliavas http://t.co/IWSDMtcayt,sharethelove oymgroup musicartisthere top highvalue member week nataliavas
neg,@Sam_Ardi sorry :(,samardi sorry
neg,@Chickowits :( Be careful...namechecking them brings them like a dog whistle with or without the #,chickowits carefulnamechecking brings like dog whistle without
pos,Just pre-ordered Pixar's Inside Out steelbook! :D http://t.co/SnV316MfAH,preordered pixars inside steelbook
pos,@19strawberry66 I agree 100% :),19strawberry66 agree 100
neg,@TemerickHarper nothing bored can't sleep :-( wbu?,temerickharper nothing bore sleep wbu
pos,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x30",hi bam barsandmelody follow bestfriend 969horan696 love lot see warsaw lt3 love lt3 x30
pos,"A great end to the work week! Sunshine, low humidity. 87. Changes over the weekend. Details on @6abc this AM. :)",great end work week sunshine low humidity 87 change weekend detail 6abc
pos,@Shadypenguinn take care! :),shadypenguinn take care
neg,@nuaine @McDo_PH i have no idea what ure saying :((((((((,nuaine mcdoph idea ure say
neg,"wow i miss my long hair , my braces , &amp; softball :( http://t.co/XysuSB0fxK",wow miss long hair brace amp softball
pos,@NASA nuf with the teasing already - show us the aliens now - everyday we seem to get closer to seeing our alien cousins :-),nasa nuf tease already show u alien everyday seem get close see alien cousin
neg,@LeanneHirst @3Yorkshireteers oh and our conversation was going so well :-(,leannehirst 3yorkshireteers oh conversation go well
neg,"Tired &amp; grumpy today. Hate missing exercise, as it makes me feel so much better. Can only go to combat in the holidays :(",tired amp grumpy today hate miss exercise make feel much good go combat holiday
pos,@UrstrulyMJ i will surely watch pokiri  1nenokkadine are my all tym favs :-) #BajrangiBhaijaanHighestWeek1 @raman_akshay @urstrulyMahesh,urstrulymj surely watch pokiri 1nenokkadine tym favs bajrangibhaijaanhighestweek1 ramanakshay urstrulymahesh
neg,going home :(,go home
pos,@tookiebunten looks like a few of our customers must be regular readers :) Good Luck #webtogsawards,tookiebunten look like customer must regular reader good luck webtogsawards
pos,@heyimbunny_ in Australia it's morning for them :D,heyimbunny australia morning
pos,I'm kinda sort of fucked :-),kinda sort fuck
neg,I'm going to sleep before I upset myself any further :(,go sleep upset
neg,Mumma! Im on 7% :( @LMCDark_Angel,mumma im 7 lmcdarkangel
neg,Wet holiday Friday :( Console yourself in our cafe with Sophie Grigson's amazing carrot cake! http://t.co/WfzvRXz1Id,wet holiday friday console cafe sophie grigsons amaze carrot cake
neg,@rustyrockets I wish I could come and see you but on Disability pension with PTSD makes it impossible both physically and financially :(,rustyrockets wish could come see disability pension ptsd make impossible physically financially
neg,@ellierowexo :((( &amp; I'm litro gonna be on my own that weekend,ellierowexo amp litro gon na weekend
pos,@OMGitsBern_92  All sorted in the early hours. Thanks again for your help &amp; raising the initial issue. makes the community what it is :),omgitsbern92 sort early hour thanks help amp raise initial issue make community
pos,You make my day by just smiling :),make day smile
pos,@alphatecheating @GasManGod wife and 2 kids? Poor you. :-),alphatecheating gasmangod wife 2 kid poor
pos,@BabyGreenHayes thank you good luck :),babygreenhayes thank good luck
pos,And here's @mayankw14's ★★★★ review: http://t.co/wNVIPDDRe6 Phew! We're literally overwhelmed. :),here mayankw14s ★★★★ review phew literally overwhelm
pos,Found some goodwill gold today :-).,find goodwill gold today
neg,"@MerlinHousing hi Merlin, currently waiting a roof repair, and our kitchen is letting in water :( http://t.co/XqaB5F0wB8",merlinhousing hi merlin currently wait roof repair kitchen let water
pos,"I follow bunch of Acc. just now .
Hope they follow me back :)",follow bunch acc hope follow back
neg,I didn't made it again. :(,make
neg,@fkluca both pls :(,fkluca pls
neg,"Can you guys help us reach 1K? 
It would mean so much 
Because if you do, we will do our best to give Harry Styles solo dm.. :(

-Nelle.",guy help u reach 1k would mean much best give harry style solo dm nelle
neg,"only CPM has condemned it, rest all political parties are quiet :(",cpm condemn rest political party quiet
pos,@benfosterdev Indeed. May I email you for a bit more info ? :-),benfosterdev indeed may email bit info
pos,@shyayen  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),shyayen follow jnlazts amp follow u back
pos,How To Get Free Gold In W.O.T.!!! – (No Download) World of Tanks – Easy http://t.co/NrGOZ7DQgu ← Click Aqui :D http://t.co/J6ISDHFyWP,get free gold wot download world tank easy ← click aqui
pos,Hi I want to get connected with you @koreacholics :) as I am planning to come to South Korea,hi want get connect koreacholics plan come south korea
neg,Heart-breaking.  :-( http://t.co/LoMmOjLW1K,heartbreaking
neg,@BlondieBlonde70 It was nice to see family members I am close to but miss them :-(,blondieblonde70 nice see family member close miss
pos,"@jazminbonilla77 jazmin Bonilla :), I just want to info you there is a Secret to get 12000 Stars Kim HOllywood, Check them on my Bio",jazminbonilla77 jazmin bonilla want info secret get 12000 star kim hollywood check bio
pos,SCREAMING happy bday to my fav boy in the whole wide world!! 🌎🌎❤️❤️❤️ I love you!! :) @ the big 18 😧 https://t.co/SYqtgaq21I,scream happy bday fav boy whole wide world 🌎🌎❤️❤️❤️ love big 18 😧
neg,"I just wanna see her face again, I miss her so much :( in 2 years hopefully http://t.co/uCSqlApqoX",wan na see face miss much 2 year hopefully
pos,"@theprincesszooz But I see what you're going at. :) Yes. Subjective pain may not be real, but that does not make it less painful.",theprincesszooz see go yes subjective pain may real make less painful
pos,I'm more active on @waTAOwat and I'm near to making this account private so... :D,active wataowat near make account private
pos,@Smiling_Girly_  U r my dii n i cant forget my Sis :),smilinggirly u r dii n cant forget si
