label,text,clean_text,len_before_chars,len_after_chars
pos,"Post a pic of your outfit for today with the hashtag---&gt; #FashionFriday :) will be uploading them later today on my blog, join in on the fun",post pic outfit today hashtaggt fashionfriday uploading later today blog join fun,143,81
neg,"@Espio1 @scully1888 It's madness, for sure. Three amiibo for the price of four on Nintendo store. It's just my backup… :(",espio1 scully1888 madness sure three amiibo price four nintendo store backup,121,76
neg,"RIP TOM MOORE...... I LOVE READING HIS COMIC BOOKS....
ANOTHER GREAT ARTIST I WILL TRULY MISS  :( http://t.co/f5uVxTUcSE",rip tom moore love read comic book another great artist truly miss httptcof5uvxtucse,120,84
pos,"@JLo Happy Birthday Jlo  :D Forever JLovers &lt;3 I love you :)) Come to Turkey, Please :)",jlo happy birthday jlo forever jlovers lt3 love come turkey please,90,66
pos,@Anthonyilott21 Wrong Turn 6 it was amazing movie bro :)),anthonyilott21 wrong turn 6 amazing movie bro,57,45
neg,"@TotallyWonwooed lol, i'm too lazy to learn ps :((((",totallywonwooed lol im lazy learn p,52,35
neg,@vinrana1986 hii vin plss rply my tweet :((,vinrana1986 hii vin plss rply tweet,43,35
neg,she likes rose more than me :(,like rise,30,9
neg,@wonwooo17 /grepe grepein/ :(,wonwooo17 grepe grepein,29,23
pos,@The_Quirk  and you would have to email me on (Donnae.Strydom@westerncape.gov.za) -  :-) ta --- @helenzille,thequirk would email donnaestrydomwesterncapegovza ta helenzille,107,64
pos,I think I need to go to bed kind of exhausted good night twitter :),think need go bed kind exhaust good night twitter,67,49
neg,Wish that I can buy all Bangtan's merch :(,wish buy bangtans merch,42,23
neg,going home tomorrow :-(,go home tomorrow,23,16
pos,@seb_grant Woah. Okay. Expect tweets when this fucker dies again! :),sebgrant woah okay expect tweet fucker dy,68,41
pos,"#FF my BEST PALS &amp; FURBABY’S Luffs &amp; Hugs 4 the Weekend :) x 
@lancswitch3
@ILuvsScarlet
@LavenderPinks
@smartsog http://t.co/fIYPR3t2Ai",ff best pal amp furbabys luff amp hug 4 weekend x lancswitch3 iluvsscarlet lavenderpinks smartsog httptcofiypr3t2ai,144,115
neg,tbh i miss you :(,tbh miss,17,8
neg,"@Jaaeeeeee lucky :( I was feeling hungry, but then I didn't wanna get out of bed either, so I gotta wait until mañana",jaaeeeeee lucky feeling hungry didnt wan na get bed either get ta wait mañana,117,77
pos,Ok good night I wish troye wasn't ugly and I met him today:)():)!:!; but ok today was fun I'm excited for tmrw!!,ok good night wish troye wasnt ugly meet today ok today fun im excite tmrw,112,74
pos,"Hello this is not Imitatia oe Michelle, leave a mention :) #bot",hello imitatia oe michelle leave mention bot,63,44
neg,@DJEternalRefuge I WANNA TAKE A SELFIE CAUSE IM WEARIG DRI BUT GOT ALOT OF PEOPLE INSIDE THE BUS :-(,djeternalrefuge wan na take selfie cause im wearig dri get alot people inside bus,100,81
pos,@phoenixtail26 is it a macbook? https://t.co/liUXCEF1gs :p,phoenixtail26 macbook httpstcoliuxcef1gs p,58,42
neg,Working 5 am everyday is exhausting :(,work 5 everyday exhaust,38,23
neg,@AmericanFujoshi doesn't have the sound effects :(,americanfujoshi doesnt sound effect,50,35
pos,@cericneesh Aspetti is good! I was boring and had chicken and chips for tea because my cupboards are empty. :D,cericneesh aspetti good boring chicken chip tea cupboard empty,110,62
pos,@ValleyAllBlack hello hello :) *waves from D couch*,valleyallblack hello hello wave couch,51,37
pos,@adamhulme86 @QPRFC @IJTaylor81 Enjoy. :),adamhulme86 qprfc ijtaylor81 enjoy,41,34
neg,did I missed apink performance? :(,miss apink performance,34,22
neg,Hotel for Dogs was pretty sad too where the brother &amp; sister got separated :(,hotel dog pretty sad brother amp sister get separated,81,53
pos,@UKBusinessLunch Hi we will be joining you again today :),ukbusinesslunch hi join today,57,29
pos,@LusciousLyndee1 Nighty night! Don't let the bed bugs bite :D,lusciouslyndee1 nighty night dont let bed bug bite,61,50
pos,@Korku_3 thanks bro :),korku3 thanks bro,22,17
neg,So Sad :( https://t.co/GEx8wFhJhy,sad httpstcogex8wfhjhy,33,22
pos,@hufflepuffjimin omg thats such a sweet thing to say thank you :-) yeah i used to go to saudi arabia a lot because of my dad,hufflepuffjimin omg thats sweet thing say thank yeah use go saudi arabia lot dad,124,80
neg,"Sharknado, one hour that I will never get back :(",sharknado one hour never get back,49,33
pos,Happy birthday to my momma bear. Love you so much. ❤️ I redid this because I found the last picture from 8th grade :) http://t.co/OkxiraPwXh,happy birthday momma bear love much ❤️ redid find last picture 8th grade httptcookxirapwxh,140,90
neg,@demongrrl51 some peanut has probably crashed :( .. after all you've seen how they drive on the monash ...?,demongrrl51 peanut probably crash youve see drive monash,107,56
pos,Mirror selfie :) http://t.co/VFGM3FSH2c,mirror selfie httptcovfgm3fsh2c,39,31
pos,"#JabongatPumaUrbanStampede

Ans.7&gt; Timely Arrival :)  

@JabongIndia",jabongatpumaurbanstampede ans7gt timely arrival jabongindia,71,59
neg,Angelo's face while listening to Yna :((( #PSYGustoKita http://t.co/G5OxPE4DRI,angelos face listen yna psygustokita httptcog5oxpe4dri,78,54
neg,Wft.. can't watch the awesome replay!! :-( https://t.co/ChzrqtelPh,wft cant watch awesome replay httpstcochzrqtelph,66,48
neg,give chance to other daw :((,give chance daw,28,15
pos,@ROBBOsickdog @ClassixOSRS will watch :),robbosickdog classixosrs watch,40,30
pos,@dhwanidamani All set then. We just have to wait for the notification to install Windows 10 on your PC. :) ^MM,dhwanidamani set wait notification install windows 10 pc mm,110,59
pos,"@Author_Swati I'm so proud to have worked on it, I hope you enjoy it. Let me know you're views once you do :)",authorswati im proud work hope enjoy let know youre view,109,56
neg,i didn't realize it was 3 am i was watching concert videos and pcd is extremely hard rn :(,didnt realize 3 watch concert video pcd extremely hard rn,90,57
pos,please throw your awesome smile lilsisbro @nabilahJKT48 @difaryansyah @maddijanemusic :) hopefully your career is always SUCCESS.!!.,please throw awesome smile lilsisbro nabilahjkt48 difaryansyah maddijanemusic hopefully career always success,132,109
pos,Great new opportunity for junior triathletes aged 12 and 13 at the Gatorade series! Get your entries in :) http://t.co/of3DyOzML0,great new opportunity junior triathletes age 12 13 gatorade series get entry httptcoof3dyozml0,129,94
pos,@janesgravity oh cool :D Hope you like it!,janesgravity oh cool hope like,42,30
neg,@EdeLabayog yup thank you! Huhu mahirap? :(,edelabayog yup thank huhu mahirap,43,33
neg,"@zupiapre Unfortunately, yes :( why?",zupiapre unfortunately yes,36,26
pos,@TMobile Yo gimme this month free on my bill since service has been out pretty much every other day :)))))))))))))))))))))))))),tmobile yo gim month free bill since service pretty much every day,127,66
pos,"Photo: randy9bis: Beautiful physique, shaved, uncut, and a tattoo: sexy boi !  :-) http://t.co/XcWxo5jVVY",photo randy9bis beautiful physique shave uncut tattoo sexy boi httptcoxcwxo5jvvy,105,80
pos,@groovinshawn they are rechargeable and it normally comes with a charger when u buy it :),groovinshawn rechargeable normally come charger u buy,89,53
pos,Makes so much sense :D LOL,make much sense lol,26,19
neg,@casterogue @KristineMayor :((((( no money 😩😩😩😢,casterogue kristinemayor money 😩😩😩😢,47,35
pos,@Can128_ Awesome! Glad its all working now :) Always here if you need us. MKa,can128 awesome glad work always need u mka,77,42
neg,I want I want :(( http://t.co/cvy1vBmqan,want want httptcocvy1vbmqan,40,27
pos,@ClaireGibbsUK fantastic!!! Brilliant news :),clairegibbsuk fantastic brilliant news,45,38
pos,@buymobiles_help I'm gonna stay with the gold colour. Hopefully it will come soon. Thank you anyway :),buymobileshelp im gon na stay gold colour hopefully come soon thank anyway,102,74
pos,Your smile makes me smile :).,smile make smile,29,16
pos,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/Smqz6YKvEc.,stats day arrive 1 new follower unfollowers via httptcosmqz6ykvec,96,65
pos,@yvonneainah I love you! :),yvonneainah love,27,16
neg,@jethrocarr double whammy :(,jethrocarr double whammy,28,24
pos,@laineyni @s_geary1 @susie22784334 @sharont2501 @britvix @vanessaclark11 @Wils21568249 @wolfenskjerven Same to you and everyone else.:-) xx,laineyni sgeary1 susie22784334 sharont2501 britvix vanessaclark11 wils21568249 wolfenskjerven everyone else xx,139,110
neg,I want to go but I cannot. :(,want go,29,7
pos,Check out my bro @13Mesh 2nd blogiversary! Many more awesome reviews to come :D ... http://t.co/a5xIGzTueL,check bro 13mesh 2nd blogiversary many awesome review come httptcoa5xigztuel,106,76
neg,@oIiverfelicitys UGH YUCK :( make sure you rest the next two days then,oiiverfelicitys ugh yuck make sure rest next two day,70,52
neg,@Laraibmufc follow back :(,laraibmufc follow back,26,22
pos,"I love @NabilahJKT48 ,Problem? :)
#NgarepFollbackDariNabilahJKT48",love nabilahjkt48 problem ngarepfollbackdarinabilahjkt48,65,56
neg,"#Haaretz #Israel :-( Syria continues to develop chemical weapons, officials tell WSJ: WSJ rep... http://t.co/3c5PRCHKqw #UniteBlue #Tcot",haaretz israel syria continue develop chemical weapon official tell wsj wsj rep httptco3c5prchkqw uniteblue tcot,136,112
pos,@vipervillan  haaa you would miss him :-),vipervillan haaa would miss,41,27
pos,I always tell myself to not take that nap because I won't be able to sleep at night but like I always take that nap :-),always tell take nap wont able sleep night like always take nap,119,63
neg,"Bored, puking and delirious from no sleep :-( motilium are a pack of Shite, no use at all.  I'm also grumpy..... &gt;:(",bore puke delirious sleep motilium pack shite use im also grumpy gt,119,67
neg,"#GreekCrisis is that #Greeks leave/work abroad, ""We gave the light to the word and we remained in the dark""... :( https://t.co/8To7Kej1ZP",greekcrisis greek leavework abroad give light word remain dark httpstco8to7kej1zp,137,81
neg,@MissFrizzy97 I didn't mean to put a rat lol :(,missfrizzy97 didnt mean put rat lol,47,35
pos,Nothing like a little team photo on a Thursday @ENTIQ all smiles even @JoeGardiner5 :) http://t.co/0yeacg6r5p,nothing like little team photo thursday entiq smile even joegardiner5 httptco0yeacg6r5p,109,87
pos,@WforWoman 5. Over 20 W kurtas! And my Mom has about half the number I have :D #WSaleLove,wforwoman 5 20 w kurta mom half number wsalelove,89,48
pos,The picture I'd like to see in my obituary advert :) #goofingaround #madness #mad #bollywood… https://t.co/7tyUragh2H,picture id like see obituary advert goofingaround madness mad bollywood httpstco7tyuragh2h,117,90
neg,I hit my thumb :(.,hit thumb,18,9
pos,Wow! A #VW bus with lots of 'Umpffffff'! Love it! :) https://t.co/hlF75RutDv,wow vw bus lot umpffffff love httpstcohlf75rutdv,76,48
pos,@AraRedjeb you're welcome :) have a lovely weekend with Izzy.,araredjeb youre welcome lovely weekend izzy,61,43
neg,@guevarawr pretty sure i drowned myself in ice cream :(((,guevarawr pretty sure drown ice cream,57,37
neg,I'm really sad i had the live photo sets in my cart but the shop logged me out :(,im really sad live photo set cart shop log,81,42
pos,"@vkon1 Going to see it tonight - sons' choice of film, so glad to hear that its worth watching :)",vkon1 go see tonight son choice film glad hear worth watch,97,58
neg,I want to sleep :(,want sleep,18,10
neg,@LizaNMinnelli i can't watch it on my phone. Sorry :( thank you still &lt;3,lizanminnelli cant watch phone sorry thank still lt3,75,52
neg,@FC96HY laper :(,fc96hy laper,16,12
neg,@BellsIsMine what happened? :(,bellsismine happen,30,18
neg,Nickyyyyyyyyyyyyyyyy wtf did you do ¿ :(,nickyyyyyyyyyyyyyyyy wtf ¿,40,26
neg,@CrazyGreen16 HAHAHA i support them but this song alot ppl say not good so :((( INFINITE VS WHO AH,crazygreen16 hahaha support song alot ppl say good infinite v ah,98,64
pos,Stats for the week have arrived. 1 new follower and NO unfollowers :) via http://t.co/a7adI6uFtX.,stats week arrive 1 new follower unfollowers via httptcoa7adi6uftx,97,66
pos,"Hey @globmobcom Thanks For Following :) 

#AutoFollow #TeamFollowback http://t.co/chhWQ9DHgO via http://t.co/xMohgOWIVJ",hey globmobcom thanks follow autofollow teamfollowback httptcochhwq9dhgo via httptcoxmohgowivj,119,94
neg,@MbalulaFikile @UKenyatta Reign of errors example inflation rate sic :(,mbalulafikile ukenyatta reign error example inflation rate sic,71,62
pos,My vault is expanding :D @Bethblog http://t.co/jQyErRt4g5,vault expand bethblog httptcojqyerrt4g5,57,39
neg,"Regretting this peanut butter sandwich rn, sore in my mouth is making things difficult :-(((((((",regret peanut butter sandwich rn sore mouth make thing difficult,96,64
neg,@lawandsexuality that makes really distressing reading :-(,lawandsexuality make really distressing reading,58,47
neg,@BOYBANDSFTCARA sure!!! Sorry :( x,boybandsftcara sure sorry x,34,27
pos,think i just had the best epiphany of my life :D,think best epiphany life,48,24
neg,@luvsgngrhd ME TOO :((( wHERE IS MARGO,luvsgngrhd margo,38,16
neg,I'm still awake :(,im still awake,18,14
pos,@PaupaPaupau follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),paupapaupau follow jnlazts amp httptcorcvcyyo0iq follow u back,74,62
neg,@roguefond @solarfIarefic i miss her too where is she :(,roguefond solarfiarefic miss,56,28
neg,"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.340
》》》》ＳＥＥ ＭＥ
♛♛♛",♛♛♛ 》》》》 love much beli̇eve wi̇ll follow please follow please justi̇n justinbieber x15340 》》》》ｓｅｅ ｍｅ ♛♛♛,131,104
pos,@KalinWhite come to my house :))))),kalinwhite come house,35,21
neg,"Me : kian I love you 
Kian : I LOVE YOUUUUUU
:( I can't get over today omg",kian love kian love youuuuuu cant get today omg,74,47
pos,"@davidwarner31 Lol. One word, David. :)",davidwarner31 lol one word david,39,32
pos,@TurnUpTexas I really dont I love you so much :),turnuptexas really dont love much,48,33
neg,@leiwaleyn @sophiasam013 miss you too laine :(,leiwaleyn sophiasam013 miss laine,46,33
neg,Got an interview for the job that I want but they rang me Tuesday for the interview on Thursday but in on holiday :(,get interview job want rang tuesday interview thursday holiday,116,62
pos,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x20",hi bam barsandmelody follow bestfriend 969horan696 love lot see warsaw lt3 love lt3 x20,137,87
pos,I want to protect this relationship more than the others. So I'll not talk about him because ppl don't need to know how awesome he is. :),want protect relationship others ill talk ppl dont need know awesome,137,68
pos,"@calumscool @carterreynolds Stop getting hate on him, of whatever kind it is.He made a mistake, and  he understood it, stop.:)",calumscool carterreynolds stop get hate whatever kind ishe make mistake understood stop,126,87
neg,@Ch4rm41n3 aww damn :( and haha will do!,ch4rm41n3 aww damn haha,40,23
pos,#FollowFriday @MBandScott_ @Eric_FLE @pointsolutions3 for being top new followers in my community this week :),followfriday mbandscott ericfle pointsolutions3 top new follower community week,110,79
pos,wow finally aku bakal liat kak merry di tv for the first time :D,wow finally aku bakal liat kak merry di tv first time,64,53
neg,"Only a fuck day 󾆖
:(",fuck day 󾆖,20,10
pos,@IRMUK  thanks for following @theWordCardiff #telecoms Happy Friday :),irmuk thanks follow thewordcardiff telecom happy friday,70,55
pos,@coxn8r Morning to you too? Not really :D U're already having fun cause its weekend right? :D ure in the future ;)) Have an amazing night,coxn8r morning really ure already fun cause weekend right ure future amaze night,137,80
pos,"@ankitsri24 Sure thing :) We have shared your suggestion with the concerned team, we are sure to get them back pretty soon.",ankitsri24 sure thing share suggestion concern team sure get back pretty soon,123,77
neg,I need to clear my head :(,need clear head,26,15
neg,@carlyraejepsen you ain't gonna follow me?:(,carlyraejepsen aint gon na follow,44,33
pos,@ejay21falcon I LOVE YOU!! From the USA. :),ejay21falcon love usa,43,21
pos,@SasaRichardson @Stefbystef_ @Frgt10_Anthem sombrero high?? OKAY I'M LOST NOW :)) http://t.co/2VDPgb5EpK,sasarichardson stefbystef frgt10anthem sombrero high okay im lose httptco2vdpgb5epk,104,83
pos,"@rosehut1 Thanks for your RTs Rose, much appreciated. :)",rosehut1 thanks rts rise much appreciate,56,40
neg,"The saddest thing is when you are feeling real down,you look around and realize that there is no shoulder for you….! :(",sad thing feel real downyou look around realize shoulder,119,56
pos,@sodakite well... screw those guys! u keep smiling :),sodakite well screw guy u keep smile,53,36
neg,"I thought finding someone was hard but finding them and trying to make them stay is harder :(

#imintoher",thought find someone hard find try make stay hard imintoher,105,59
pos,@studiomister Thanks. Going to take me some time to create a shortlist out of that :) Much appreciated,studiomister thanks go take time create shortlist much appreciate,102,65
neg,@donhutch4 what's the score don I'm stuck at work :(,donhutch4 whats score im stuck work,52,35
pos,@SoggyStones should be online :),soggystones online,32,18
neg,@jadehaines I want to add her :(,jadehaines want add,32,19
pos,Have a Great Friday Frens :-),great friday frens,29,18
pos,@Blade4hire Goodnight and sweet dreams. :-),blade4hire goodnight sweet dream,43,32
pos,"'Do I care??'
'I care...'
https://t.co/gL6rL6mR70
#fahrinahmad #tengkuaaronshah #eksperimencinta :D",care care httpstcogl6rl6mr70 fahrinahmad tengkuaaronshah eksperimencinta,99,72
pos,@Satbains1 Congratulations Sat on your 3rd honorary degree from everyone at Alacer :),satbains1 congratulation sit 3rd honorary degree everyone alacer,85,64
pos,Just landed in GC!! Yeeew of to pre LAN :),land gc yeeew pre lan,42,21
pos,@Playacreep I luv urs too :-),playacreep luv ur,29,17
neg,I told myself I can survive living alone for the rest of my life but I can't even be left alone for a day :(,told survive live alone rest life cant even leave alone day,108,59
pos,Morning All :),morning,14,7
pos,"@camerondallas definitely loves making people smile cause I swear since I met him earlier, I haven't stopped smiling :) i love you cam 😭❤️",camerondallas definitely love make people smile cause swear since meet earlier havent stop smile love cam 😭❤️,138,109
pos,@Candiferslaw Lucky dog I hate you....    :),candiferslaw lucky dog hate,44,27
neg,@TwilitArgorok I hope everything's ok. *hugs* :(,twilitargorok hope everythings ok hug,48,37
neg,Comfort me. :(,comfort,14,7
neg,What was the last present you received? — haha. basta. :( http://t.co/xhdfobhn8N,last present receive haha basta httptcoxhdfobhn8n,80,49
pos,@CocoaBrownTan @FuschiaEffect I'm glowing this morning! Yayyyy :))) happy Friday! Xx,cocoabrowntan fuschiaeffect im glow morning yayyyy happy friday xx,84,66
pos,yah know I'm good at faking mah emotions :),yah know im good fake mah emotion,43,33
neg,@yashatenshi not a fan of dogs but KEENO :(,yashatenshi fan dog keeno,43,25
neg,Need special medicine for our son's kidneys but we can't afford it because we bought printer ink last week :(,need special medicine son kidney cant afford buy printer ink last week,109,70
pos,@ayushmannk long time no see :/ where have you been ? :p,ayushmannk long time see p,56,26
pos,@izzkamilhalda lols. :D,izzkamilhalda lols,23,18
pos,@Sanza_T @LeratoTmohale Does the bag do the job Sanza?  :-),sanzat leratotmohale bag job sanza,59,34
pos,Hello I need to know something can u fm me on Twitter?? — sure thing :) dm me x http://t.co/W6Dy130BV7,hello need know something u fm twitter sure thing dm x httptcow6dy130bv7,102,72
neg,@wbuharryy i love you :(,wbuharryy love,24,14
pos,@treybaimbridge @hdez_emmy @IAmAlii1 @Abir_Khusro don't want you to ruin your dreams by thinking you're batman :-),treybaimbridge hdezemmy iamalii1 abirkhusro dont want ruin dream think youre batman,114,83
neg,@RafaelAllmark I've been supporting you since the start and am ALWAYS ignored :( please let today be the day you finally follow me������ ♥,rafaelallmark ive support since start always ignore please let today day finally follow me������ ♥,138,98
neg,@RachaelAtWork @curexcomplex Don't even talk to me about computers. I'm having a data conversion done and it's all gone wrong. Crying :(,rachaelatwork curexcomplex dont even talk computer im data conversion do go wrong cry,136,85
pos,@StereoKicks but you won't and that's good :-),stereokicks wont thats good,46,27
neg,@pactcoffee Tried that but sadly no code attached when I try and sign up :(,pactcoffee try sadly code attach try sign,75,41
neg,@Solo_Dm_Helperr Me please i love she :(,solodmhelperr please love,40,25
pos,wiellys Follback ya :),wiellys follback ya,22,19
pos,@WilliamHC3 Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),williamhc3 hi would like impastel concert let know city country ill start work thanks,126,85
pos,@RX931 Verge by Owl City! Thanks :D,rx931 verge owl city thanks,35,27
pos,@Elemaaan  oley be :D,elemaaan oley,21,13
neg,i miss them :(,miss,14,4
neg,@Mickb1980 @CalderClarion @ev2cycling Looks good pal. Glad I paid £111 for my jersey and gilet! : (,mickb1980 calderclarion ev2cycling look good pal glad pay £111 jersey gilet,99,75
pos,"@IzabelaCoolCat_ Take my head, I stopped having them. :)",izabelacoolcat take head stop,56,29
neg,Can i grow shorter pls :(,grow shorter pls,25,16
neg,@jackjonestv I was 121st in yesterday's Rt for a follow and dm. I got neither :(,jackjonestv 121st yesterday rt follow dm get neither,80,52
neg,@MICHAELC24H it's alright... cramps are killing me. :-(,michaelc24h alright cramp kill,55,30
neg,"@WforWoman 
9) shopping will be like fries without ketchup. Tasteless :(

#WSaleLove",wforwoman 9 shopping like fry without ketchup tasteless wsalelove,84,65
neg,I smile to hide the pain (: :(,smile hide pain,30,15
neg,@GeekPlanetDave He said you've got too much time on your hands :( #RogerWatch,geekplanetdave say youve get much time hand rogerwatch,77,54
neg,is no one awake :(,one awake,18,9
pos,I still fully intend to write as many game designs as possible while there. And an attack plan for the next 6 months. &gt;:D,still fully intend write many game design possible attack plan next 6 month gtd,124,79
neg,"@HoneyMustardHoe :( I was kidding, get out your feelings",honeymustardhoe kid get feeling,56,31
neg,I can't sleep :( http://t.co/7IiyoPYtXl,cant sleep httptco7iiyopytxl,39,28
pos,@plasmov Love your author pic on the MWF programme! You're going to rock it :),plasmov love author pic mwf programme youre go rock,78,51
neg,Popol day too :(,popol day,16,9
neg,We're truly sorry @chrisbrown :( have a safe flight.,truly sorry chrisbrown safe flight,52,34
pos,@c2c_Rail Only because it's Friday....:D,c2crail fridayd,40,15
pos,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @me1campbell,hello get youth job opportunity follow gtgt tolajobjobs me1campbell,78,67
pos,@glitchim Online :),glitchim online,19,15
neg,Offered promethazine or zopiclone for sleep in addition to quetiapine modified release…typically I've just paid out for a prescription :(,offer promethazine zopiclone sleep addition quetiapine modify releasetypically ive pay prescription,137,99
neg,@JoshTheFiend but I am a virgin. :(,joshthefiend virgin,35,19
pos,"@Aiteee1 Aitor SnS, Would you mind checking my Bio and participate in PS4 giveaway? It could be that you are the winner :)",aiteee1 aitor sn would mind check bio participate ps4 giveaway could winner,122,75
pos,@MikeyyGee_562 @thatdudegalvan_ abstinence :),mikeyygee562 thatdudegalvan abstinence,45,38
neg,@keikopotato IM GONNA MISS U SEXY PREXY :(((((((((,keikopotato im gon na miss u sexy prexy,50,39
pos,Summers in #StAndrews. Join us for Fish and Chips after all the sandcastle fun :)  https://t.co/K4loJtj3Nn,summer standrews join u fish chip sandcastle fun httpstcok4lojtj3nn,106,67
pos,Sports Club :),sport club,14,10
pos,@steveaoki T-shirt? :D awesome http://t.co/qTJcpy54zi,steveaoki tshirt awesome httptcoqtjcpy54zi,53,42
pos,@theroiceorven  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),theroiceorven follow jnlazts amp httptcorcvcyyo0iq follow u back,77,64
neg,I CANT WATCH TONIGHTS ANDROMEDA :(((,cant watch tonight andromeda,36,28
neg,Because your friend does not respect your life :-( I'm sorry  https://t.co/ApJ18ZWK0x,friend respect life im sorry httpstcoapj18zwk0x,85,47
pos,can someone plz have a convo w me bc I can never sleep :):,someone plz convo w bc never sleep,58,34
neg,@axolotl74 @sp1305 Stack is on M'Lady J8 to J11 M20 :-(,axolotl74 sp1305 stack mlady j8 j11 m20,55,39
pos,@dvntownsend I thought that you wanted to take  it slower for while.. :D very glad though,dvntownsend think wanted take slow glad though,89,46
neg,tempted to eat this whole pack of oreos. need to find the strength not to do so. :(,tempt eat whole pack oreo need find strength,83,44
neg,I wish you cut your hair like this again :( http://t.co/Oyt8wMo7w9,wish cut hair like httptcooyt8wmo7w9,66,36
pos,...and the Rakyat will keep visiting your blog and reading your writing :) https://t.co/IMRy2BXuzd,rakyat keep visit blog read write httpstcoimry2bxuzd,98,52
pos,"@WforWoman 
Bring it on :))
#WSaleLove",wforwoman bring wsalelove,38,25
neg,i think I'm getting sick :(,think im get sick,27,17
pos,@WeAlwaysChillin This sounds nice :D,wealwayschillin sound nice,36,26
pos,@acasorguk PICK ME PLEASE! :) http://t.co/2Kjd6ACp1S,acasorguk pick please httptco2kjd6acp1s,52,39
neg,Shocking News!!! :( #RIPTito,shock news riptito,28,18
pos,@emmajaneparsons @CuriousMindsNW Have fun in Tameside :)),emmajaneparsons curiousmindsnw fun tameside,57,43
pos,Often attitudes are kindled in the flame of others convictions. Louis E. Le Bar :-),often attitudes kindle flame others conviction louis e le bar,83,61
neg,@bowserrh got a hernia :( in pain!,bowserrh get hernia pain,34,24
neg,WE DIDN'T GET THE 7TH WIN :(,didnt get 7th win,28,17
pos,Need smoke and need ice :)),need smoke need ice,27,19
neg,I keep having the worse dreams with Corey in them :-(,keep bad dream corey,53,20
neg,@profanityswan I've moved to Australia. It's only a matter of time :(,profanityswan ive move australia matter time,69,44
pos,"#HappyFriday! Is there anything IT related that you needed help with? If so, give us a call on 01482 333505 :)",happyfriday anything relate need help give u call 01482 333505,110,62
pos,"@RoySangwooKim congrats, Roy! :D",roysangwookim congrats roy,32,26
pos,@fynemo emon : ),fynemo emon,16,11
pos,@AlexShawESPN Loan back until January :D,alexshawespn loan back january,40,30
neg,@crybassist why have people unfaved and rted this :(,crybassist people unfaved rted,52,30
neg,I can never go to sleep early :( lol,never go sleep early lol,36,24
pos,@NatILY02 K I'll text you tomorrow :-),natily02 k ill text tomorrow,38,28
neg,@hyungwons_ tELL HIM TO PLS EAT MORE :-(((,hyungwons tell pls eat,42,22
pos,@BTSPRIME yaap urwelc :)),btsprime yaap urwelc,25,20
neg,"@FreedomChild3 Had wondered why this has not happened earlier? But then I realized, we don't have the leadership to do it!  :-( #wakeupGOP",freedomchild3 wonder happen earlier realized dont leadership wakeupgop,138,70
pos,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x46",hi bam barsandmelody follow bestfriend 969horan696 love lot see warsaw lt3 love lt3 x46,137,87
pos,"This Sunday Morning stream will also be a birthday stream, so I will follow my usual birthday procedure and play Grim Fandango! :D",sunday morning stream also birthday stream follow usual birthday procedure play grim fandango,130,93
pos,Friday!:) http://t.co/HUoq4txhmb,friday httptcohuoq4txhmb,32,24
pos,"@melaniemorris Hi Melanie :-) We do in fact, they're really used in cases where normal WiFi could be an issue as you mentioned. You can ....",melaniemorris hi melanie fact theyre really used case normal wifi could issue mention,140,85
pos,@MyriadPhoto Thanks for the retweet :),myriadphoto thanks retweet,38,26
pos,@Taylor_Marisa Follow back ? :),taylormarisa follow back,31,24
pos,@hydrcted what :-) did :-) i :-) do :-?,hydrcted,39,8
neg,"@RyanBitchTits they feel and look better where people can't see tbh
They look so tacky :((",ryanbitchtits feel look good people cant see tbh look tacky,90,59
pos,@THEINFORMINE Hello :) and #FFBack !,theinformine hello ffback,36,25
neg,The never ending nightmare is still never ending :(,never end nightmare still never end,51,35
pos,@Cupacoco @CBBCTV @CBBCNews Interview with the Newsround News Hounds at 7:40 today :),cupacoco cbbctv cbbcnews interview newsround news hound 740 today,85,65
neg,@celestiaIstars I actually typed this at 11:11 then my laptop took forever to tweet :((,celestiaistars actually type 1111 laptop take forever tweet,87,59
pos,@dazmoriarty nope. Up in himachal :),dazmoriarty nope himachal,36,25
pos,@ellenRstewart where are you off to next? :),ellenrstewart next,44,18
neg,@willing_h I feel left out :(,willingh feel leave,29,19
pos,I just finished day 33 of the @YouVersion plan 'Bible in 90 Days'. Check it out here: 2 Chronicles 23 completed :) http://t.co/3Yw3TFCRk6,finish day 33 youversion plan bible 90 day check 2 chronicle 23 complete httptco3yw3tfcrk6,137,90
neg,want chicken nuggets again :(,want chicken nugget,29,19
